cloud_fundamentals_ibm,https://www.youtube.com/playlist?list=PLOspHqNVtKAC-_ZAGresP-i0okHe5FjcJ
cloud_now_ibm,https://www.youtube.com/playlist?list=PLOspHqNVtKAB_5iaF0msu5KQQrOZAdB7k
red_hat_openshit_ibm,https://www.youtube.com/playlist?list=PLOspHqNVtKACZI_rUormOav4THszGESRu
serverless_expeditions_google,https://www.youtube.com/playlist?list=PLIivdWyY5sqJwq_pgOxcHzusWjXDVCEiX
big_data_google,https://www.youtube.com/playlist?list=PLIivdWyY5sqJwq_pgOxcHzusWjXDVCEiX
cloud_engineering_track,https://www.youtube.com/playlist?list=PLIivdWyY5sqLSAbLezttVHVIQJGD0cmfi
cloud_bytes_google,https://www.youtube.com/playlist?list=PLIivdWyY5sqIQ4_5PwyyXZVdsXr3wYhip
bigquery_spotlight_google,https://www.youtube.com/playlist?list=PLIivdWyY5sqLAbIdmcMwsxWg-w8Px34MS
api_essentials_ibm,https://www.youtube.com/playlist?list=PLOspHqNVtKAAAq9pHWlEiRUVcYMCcu4X0
kubernetes_essentials_ibm,https://www.youtube.com/playlist?list=PLOspHqNVtKABAVX4azqPIu6UfsPzSu2YN
kubernetes_on_azure,https://www.youtube.com/playlist?list=PLLasX02E8BPBgWVG_bS-b6EvUZDo-KIFO
cloud_native_explained,https://www.youtube.com/playlist?list=PLOspHqNVtKACSagAEeIY20NMVLNeQ1ZJx
istio_list,https://www.youtube.com/playlist?list=PL-5J62fMZOfA0XvPtEeT9k8J2ukCSH3HV
System_Design_Book_Part_1_ahmet_alp_alkan,https://www.youtube.com/playlist?list=PL-5J62fMZOfDpPLl2W4m43L4cAkpnseDt
